ocid,start_date,end_date,co2_pm
ocds-0c46vo-0001-31eaf5c5-1cf6-4c01-9f39-289700ed6521,2015-06-12,2025-06-12,0.1099669035209417
ocds-0c46vo-0001-87a8e990-514a-472b-8611-ca381b855fea,2016-01-10,2023-01-11,0.8323569194683347
ocds-0c46vo-0001-029a5df9-bd08-4794-a497-6cd7958853a7,2016-03-01,2021-02-02,0.5072267926625903
ocds-0c46vo-0001-204cca6a-811d-46a4-8b46-643503eee0ac,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-23f2c263-119d-43c3-afde-46afb1c83ede,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-2c410b4c-4e53-49ec-b978-cf1cc55cc86c,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-345bbd4f-0a86-44bf-a5ea-6449266ee18b,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-3f513dcc-a3c6-47ea-8b03-2630e17a0033,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-42666de7-a038-4611-8600-335f382572c7,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-4aa855ea-3d84-4a20-90d4-26555523d774,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-4c848945-fd61-4b2e-b864-c1a43e1f8c7e,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-5248dadb-8222-4e97-a78b-216a040cb9cc,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-5b38cf18-f4e8-47f5-bf61-9253efde3c34,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-5b6bbcd9-6f0e-455a-bd86-6a85df184863,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-66920d08-0929-4e58-92d6-5d03c6557cf8,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-6aa70cdd-991e-4f58-9f73-87acd09b72f8,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-6fc9a385-537f-41c9-91cf-b06d48640900,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-70080825-ec7d-4ca0-b878-d17d3ec6c9ab,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-72d101fa-e2d0-4fa7-a8e6-6f7d899fe096,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-7a4f2a2a-7bce-434b-a31a-2219b1f4d2bf,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-7cbd3642-ed5d-4069-b62d-0e2bb4d7c46a,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-82ef25bf-286a-4f4f-8b68-9ece9afa938d,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-8b4168c2-4214-4f4e-bd13-367f3ff2a4f6,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-90c39a1e-b781-44d3-b699-742e7ce7916b,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-942c028d-8908-4ff9-97e9-b43e9088bab8,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-a5e16de8-5f4a-44e8-b01f-9164dd6b3f95,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-aa92224a-73b9-42bc-9b15-bb2616fa9cb6,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-aefd745d-e9b4-48f3-9c23-05e67f3a1ff1,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-afe971f2-0272-4a81-9366-dfd7fcd124bf,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-c37aa950-61a1-4df5-8834-c8fbd9cb8239,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-cf2e92f7-6412-411d-8bd4-a5baa69a61f8,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-eff3eb28-0604-4deb-845d-7342e563f3e9,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-f042a0c2-d6fd-4407-bdf7-d94ad1f2e315,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-f7049638-b204-4fbd-a118-abcb19f12dfa,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-f74ab2f1-1fe0-4919-b8cd-a45a7d56e8cb,2016-03-01,2021-02-28,0.5000005479452055
ocds-0c46vo-0001-f775aa05-6074-4733-b929-65871ce7d08a,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-f9b6bce7-9f9b-4bae-811b-f0693e5a1097,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-ff2325dd-e73f-4aba-b8f1-d7d42e782fef,2016-03-01,2021-02-28,3.33333698630137
ocds-0c46vo-0001-786e8649-6a07-4287-993e-24e1d4e66e33,2016-03-18,2021-03-13,1.7283258179507412
ocds-0c46vo-0001-bd9055aa-7a44-4a50-bba5-4f7bd8549d9e,2016-04-01,2021-02-28,0.5086404682274248
ocds-0c46vo-0001-bdb11bf9-a5a0-4404-be15-8c17754e98f1,2016-05-01,2026-04-01,0.000004198881833241303
ocds-0c46vo-0001-1dfb7422-aa19-4bdb-8242-21e03ce82718,2016-06-24,2021-06-23,0.025823694966575345
ocds-0c46vo-0001-ec6301d1-215e-45cd-8e59-1aa6fea87980,2016-07-01,2021-04-30,347.61942857142856
ocds-0c46vo-0001-034f2c56-4602-4d90-b56d-ee4a6a47e24f,2016-08-01,2022-07-31,16.702667748717808
ocds-0c46vo-0001-52cecd6d-8899-43d2-b63b-69ecc1575ed7,2016-09-26,2026-09-25,35.545855874341825
ocds-0c46vo-0001-74d7dead-2997-418c-b007-213babc2c221,2016-09-26,2025-09-26,78.87182026248189
ocds-0c46vo-0001-059a9ff0-8271-4c8b-b991-154834817a7c,2016-12-02,2021-11-30,3.3351644736842103
ocds-0c46vo-0001-075b8ec7-a457-4032-ade5-cc7e4837d57b,2016-12-02,2021-11-30,3.3351644736842103
