ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-03-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-04-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-05-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-06-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-07-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-08-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-09-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-10-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-11-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2013-12-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-01-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-02-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-03-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-04-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-05-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-06-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-07-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-08-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-09-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-10-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-11-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2014-12-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-01-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-02-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-03-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-04-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-05-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-06-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-07-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-08-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-09-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-10-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-11-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2015-12-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-01-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-02-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-03-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-04-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-05-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-06-01,2013-03-08,2021-03-07,0.006349707403628894
ocds-0c46vo-0001-eb9d1f16-1a17-40b4-b81d-ddbb45efb336,2016-07-01,2013-03-08,2021-03-07,0.006349707403628894
